event_id,event_name,event_type,event_category,venue_name,area,city,country,latitude,longitude,venue_capacity,venue_transport_score,venue_nearby_bars,venue_parking_spaces,avg_taxi_wait_pre_event_mins,venue_historical_perf_index,event_date,day_of_week,day_of_week_num,month,season,start_hour,start_minute,end_hour,duration_hours,is_weekend,is_public_holiday,is_detty_december,expected_attendance,attendance_fill_rate,pre_book_ride_rate,base_ride_seeking_rate,weather_condition,weather_ride_uplift,weather_att_impact,social_buzz_score,nearby_competing_events,driver_supply_index,fuel_availability_index,road_congestion_index,security_index,power_reliability_index,public_transport_disruption,tube_strike_active,actual_ride_requests,demand_score,demand_level,drivers_needed,optimal_radius_meters,peak_booking_window_mins,driver_acted_on_prediction,driver_feedback_score,is_late_night_end,is_evening_end,weekend_late_night,transport_crowd_pressure,rain_late_night,infrastructure_stress,uk_disruption_score,buzz_capacity_ratio,competition_pressure,driver_supply_gap,log_attendance,end_time_period
EVT06954,Jollof Festival,Food Festival,Lifestyle,Eko Atlantic City Arena,Eko Atlantic,Lagos,Nigeria,6.412742,3.420758,8000,5,4,1500,20,0.924,2024-07-29,Monday,0,7,Rainy,15,0,20,5.9,0,0,0,4973,0.6216,0.112,0.356,Humid,1.08,0.97,38.5,0,0.464,0.55,1.0,1.0,0.6,0,0,938,31.5,Medium,198,287,12,0,,0,1,0,3.108,0.0,0.18,0.0,3.8549,0.0,0.536,8.512,Evening
EVT05799,Detty December Fest,Music Festival,Music,National Theatre Lagos,Iganmu,Lagos,Nigeria,6.462621,3.376481,5000,6,3,600,15,1.068,2024-01-13,Saturday,5,1,Harmattan,14,45,0,10.9,1,0,0,4185,0.837,0.196,0.427,Partly Cloudy,1.02,1.0,65.4,0,0.067,0.9,0.88,1.0,0.9,0,0,2142,52.65,High,393,281,19,0,,1,0,1,3.348,1.02,0.082,0.0,6.8716,0.0,0.933,8.3395,Late Night
EVT09618,International Food Fair,Food Festival,Lifestyle,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.547717,3.349612,4000,6,8,800,15,1.007,2023-12-18,Monday,0,12,Harmattan,17,30,21,4.4,0,0,1,3263,0.8157,0.083,0.346,Light Rain,1.3,0.88,37.9,1,0.17,1.0,0.7,1.0,0.9,0,0,1659,46.25,Medium,477,237,33,0,,0,1,0,3.2628,0.0,0.105,0.0,4.0778,0.12,0.83,8.0907,Evening
EVT01450,Dev Fest,Tech Summit,Business,Tottenham Hotspur Stadium,Tottenham,London,UK,51.604559,-0.067025,62850,8,30,3000,5,1.017,2023-05-17,Wednesday,2,5,Spring,12,30,19,7.8,0,0,0,53640,0.8535,0.283,0.524,Overcast,1.04,0.98,33.6,1,0.086,1.0,0.88,1.0,1.0,0,0,24048,93.47,Very High,5432,161,38,1,0.977,0,1,0,1.707,0.0,0.0,0.0,2.7887,0.12,0.914,10.8901,Evening
EVT09827,Dev Fest,Tech Summit,Business,International Conference Centre Abuja,CBD,Abuja,Nigeria,9.058653,7.495728,3000,7,5,500,10,0.944,2023-02-23,Thursday,3,2,Harmattan,10,0,18,8.8,0,0,0,1670,0.5567,0.536,0.516,Heavy Rain,1.55,0.72,21.3,0,0.178,0.75,0.88,1.0,0.75,0,0,799,27.73,Medium,163,318,45,0,,0,1,0,1.6701,0.0,0.142,0.0,2.3649,0.0,0.822,7.4212,Evening
EVT10598,London Marathon,Marathon/Run,Sports,Harbour Point,Victoria Island,Lagos,Nigeria,6.434441,3.426223,2500,7,11,400,10,0.887,2024-01-23,Tuesday,1,1,Harmattan,9,45,13,4.6,0,0,0,1862,0.7448,0.185,0.232,Partly Cloudy,1.02,1.0,4.0,0,0.709,1.0,0.55,1.0,0.6,0,0,372,11.69,Low,92,289,13,1,0.739,0,0,0,2.2344,0.0,0.1575,0.0,0.4533,0.0,0.291,7.5299,Midday
EVT14708,Charity 10K Run,Marathon/Run,Sports,Oriental Hotel Lagos,Victoria Island,Lagos,Nigeria,6.42803,3.419109,1500,7,7,250,9,0.954,2024-08-31,Saturday,5,8,Rainy,11,30,14,3.3,1,0,0,1030,0.6867,0.136,0.387,Light Rain,1.3,0.88,11.8,2,0.254,0.55,1.0,1.0,0.9,0,0,215,4.75,Low,48,192,22,1,0.764,0,0,0,2.0601,0.0,0.18,0.0,1.4193,0.26,0.746,6.9383,Afternoon
EVT02535,Half Marathon,Marathon/Run,Sports,ExCeL London,Royal Docks,London,UK,51.507884,0.03573,15000,8,6,2000,7,0.96,2023-07-22,Saturday,5,7,Summer,9,0,14,5.1,1,0,0,13613,0.9075,0.127,0.381,Overcast,1.04,0.98,42.4,0,0.81,1.0,1.0,1.0,1.0,0,0,6001,74.65,High,1011,181,29,1,0.563,0,0,0,1.815,0.0,0.0,0.0,3.994,0.0,0.19,9.5189,Afternoon
EVT08597,Crossover Night,New Year Party,Nightlife,Oval Space,Bethnal Green,London,UK,51.536747,-0.053109,1500,8,20,30,6,1.003,2024-08-30,Friday,4,8,Summer,20,45,1,5.0,0,0,0,1046,0.6973,0.118,0.679,Heavy Rain,1.42,0.85,48.9,0,0.737,1.0,1.0,1.0,1.0,0,0,1253,39.15,Medium,234,93,14,0,,1,0,0,1.3946,1.42,0.0,0.0,5.8817,0.0,0.263,6.9537,Late Night
EVT07902,Afrorave,Club Night,Nightlife,Birmingham Symphony Hall,City Centre,Birmingham,UK,52.480492,-1.902357,2262,9,22,200,5,1.035,2023-07-10,Monday,0,7,Summer,22,15,5,7.6,0,0,0,1519,0.6715,0.049,0.739,Light Rain,1.22,0.94,9.1,2,0.665,1.0,0.88,1.0,1.0,0,0,1476,43.27,Medium,275,163,31,0,,1,0,0,0.6715,1.22,0.0,0.0,1.043,0.26,0.335,7.3265,Late Night
EVT09733,Wicked,Theatre Show,Arts,Alexandra Palace,Wood Green,London,UK,51.593862,-0.109545,10500,8,8,1200,6,1.116,2023-01-29,Sunday,6,1,Winter,21,45,23,2.3,1,0,0,6973,0.6641,0.4,0.396,Overcast,1.04,0.98,3.7,1,0.462,1.0,1.0,1.0,1.0,0,0,3628,64.5,High,892,236,19,1,0.703,1,0,1,1.3282,1.04,0.0,0.0,0.3607,0.12,0.538,8.8499,Night
EVT11076,Friday Night Sessions,Club Night,Nightlife,Wembley Stadium,Wembley,London,UK,51.555866,-0.278904,90000,9,25,10000,3,1.161,2023-11-15,Wednesday,2,11,Autumn,22,15,3,5.6,0,0,0,64466,0.7163,0.059,0.574,Overcast,1.04,0.98,4.0,3,0.67,1.0,1.0,1.0,1.0,0,0,57725,99.15,Very High,18949,274,19,1,0.975,1,0,0,0.7163,1.04,0.0,0.0,0.3224,0.42,0.33,11.0739,Late Night
EVT12123,Friday Night Sessions,Club Night,Nightlife,Eko Hotel & Suites,Victoria Island,Lagos,Nigeria,6.430274,3.422571,5000,7,12,800,8,0.945,2023-05-04,Thursday,3,5,Rainy,0,45,4,4.2,0,0,0,4263,0.8526,0.063,0.5,Light Rain,1.3,0.88,25.3,0,0.36,1.0,0.7,1.0,1.0,0,0,2987,60.15,High,536,291,16,1,0.578,1,0,0,2.5578,1.3,0.105,0.0,2.6583,0.0,0.64,8.358,Late Night
EVT05980,Detty December Fest,Music Festival,Music,MUSON Centre,Onikan,Lagos,Nigeria,6.455306,3.399679,1200,7,5,200,8,1.102,2024-12-09,Monday,0,12,Harmattan,16,45,22,6.1,0,0,1,1056,0.88,0.142,0.525,Light Rain,1.3,0.88,25.2,0,0.244,0.9,0.85,1.0,0.75,0,0,679,23.82,Low,186,352,17,1,0.651,1,0,0,2.64,1.3,0.0925,0.0,3.1146,0.0,0.756,6.9632,Night
EVT11445,Wedding Gala Night,Wedding,Private,Brixton Academy,Brixton,London,UK,51.46547,-0.115587,5000,9,30,50,5,1.24,2023-02-16,Thursday,3,2,Winter,20,15,0,4.3,0,0,0,3509,0.7018,0.487,0.549,Drizzle,1.14,0.96,7.6,0,0.457,1.0,0.6,1.0,1.0,0,0,2181,53.02,High,452,132,10,1,0.517,1,0,0,0.7018,1.14,0.0,0.0,0.7985,0.0,0.543,8.1634,Late Night
EVT09499,Jollof Festival,Food Festival,Lifestyle,Abuja Velodrome,Wuse,Abuja,Nigeria,9.069982,7.490365,5000,6,4,800,14,1.085,2023-04-21,Friday,4,4,Dry,17,45,22,5.1,0,0,0,3809,0.7618,0.144,0.265,Clear,1.0,1.0,42.0,1,0.429,0.8,1.0,0.85,0.6,0,0,917,30.94,Medium,165,259,19,1,0.732,1,0,0,3.0472,1.0,0.1175,0.0,4.413,0.12,0.571,8.2454,Night
EVT07941,Contemporary Art Exhibition,Exhibition,Arts,Etihad Stadium,East Manchester,Manchester,UK,53.482363,-2.200174,53400,8,10,5000,5,0.831,2024-07-30,Tuesday,1,7,Summer,14,45,19,5.3,0,0,0,24738,0.4633,0.111,0.214,Light Rain,1.22,0.94,52.4,0,0.812,1.0,1.0,1.0,1.0,0,1,6472,76.19,Very High,1977,193,46,1,0.727,0,1,0,0.9266,0.0,0.0,0.6,4.4087,0.0,0.188,10.1161,Evening
EVT14005,Lagos Fashion Week,Fashion Show,Lifestyle,Transcorp Hilton Events,Maitama,Abuja,Nigeria,9.065908,7.482783,2000,8,6,400,8,1.098,2024-06-12,Wednesday,2,6,Rainy,20,30,23,3.5,0,1,0,1640,0.82,0.342,0.569,Partly Cloudy,1.02,1.0,22.2,1,0.588,0.7,1.0,1.0,0.9,0,0,914,30.88,Medium,173,201,10,1,0.784,1,0,0,1.64,1.02,0.12,0.0,2.581,0.12,0.412,7.4031,Night
EVT10781,Hamilton,Theatre Show,Arts,Printworks London,Surrey Quays,London,UK,51.493933,-0.050415,6000,7,5,200,10,1.067,2024-06-02,Sunday,6,6,Summer,19,45,21,2.7,1,0,0,5083,0.8472,0.209,0.421,Overcast,1.04,0.98,20.7,1,0.441,1.0,0.88,1.0,1.0,0,0,2788,58.54,High,556,206,33,0,,0,1,0,2.5416,0.0,0.0,0.0,2.1341,0.12,0.559,8.5339,Evening
EVT13574,Stormzy Unplugged,Concert,Music,Manchester Central,City Centre,Manchester,UK,53.475749,-2.242063,10000,9,38,500,4,0.784,2023-09-09,Saturday,5,9,Autumn,21,30,0,3.2,1,0,0,9516,0.9516,0.151,0.423,Overcast,1.04,0.98,76.7,0,0.462,1.0,0.88,1.0,1.0,1,0,5151,71.58,High,870,197,20,0,,1,0,1,0.9516,1.04,0.0,0.4,7.5119,0.0,0.538,9.1608,Late Night
EVT05820,City People Awards,Awards Ceremony,Entertainment,Resorts World Arena,NEC,Birmingham,UK,52.452641,-1.72575,16000,8,8,6000,6,1.054,2024-08-29,Thursday,3,8,Summer,20,30,23,3.8,0,0,0,13366,0.8354,0.476,0.718,Clear,1.0,1.0,50.3,0,0.734,1.0,1.0,1.0,1.0,0,1,14398,88.25,Very High,2909,176,16,1,0.811,1,0,0,1.6708,1.0,0.0,0.6,4.7096,0.0,0.266,9.5005,Night
EVT07163,Shooting Stars vs Lobi Stars,Football Match,Sports,Landmark Event Centre,Victoria Island,Lagos,Nigeria,6.434729,3.420644,3000,7,8,500,10,1.038,2024-08-07,Wednesday,2,8,Rainy,15,45,17,2.4,0,0,0,2118,0.706,0.075,0.291,Partly Cloudy,1.02,1.0,13.2,1,0.466,0.7,0.85,1.0,0.9,0,0,415,13.79,Low,133,242,29,1,0.756,0,0,0,2.118,0.0,0.1725,0.0,1.4656,0.12,0.534,7.6587,Afternoon
EVT12214,The Lion King,Theatre Show,Arts,Brixton Academy,Brixton,London,UK,51.464757,-0.115613,5000,9,30,50,5,1.24,2023-03-26,Sunday,6,3,Spring,19,30,22,3.0,1,0,0,2515,0.503,0.246,0.492,Snow,1.65,0.7,65.9,2,0.155,1.0,1.0,1.0,1.0,0,0,1792,48.2,Medium,359,66,20,1,0.486,1,0,1,0.503,1.65,0.0,0.0,6.9242,0.26,0.845,7.8304,Night
EVT05301,End of Year Party,New Year Party,Nightlife,Transcorp Hilton Events,Maitama,Abuja,Nigeria,9.065984,7.483713,2000,8,6,400,8,1.098,2024-05-29,Wednesday,2,5,Rainy,0,15,4,4.4,0,0,0,1665,0.8325,0.126,0.807,Humid,1.08,0.97,,1,0.242,1.0,0.88,1.0,0.9,0,0,1524,44.12,Medium,420,333,13,1,0.787,1,0,0,1.665,1.08,0.042,0.0,8.2545,0.12,0.758,7.4182,Late Night
EVT02636,New Year Countdown Bash,New Year Party,Nightlife,Manchester Central,City Centre,Manchester,UK,53.474826,-2.241557,10000,9,38,500,4,0.784,2023-05-25,Thursday,3,5,Spring,22,0,4,6.6,0,0,0,8949,0.8949,0.221,0.646,Drizzle,1.14,0.96,79.6,1,0.278,1.0,0.88,1.0,1.0,0,0,6252,75.43,Very High,1514,309,15,1,0.61,1,0,0,0.8949,1.14,0.0,0.0,7.7959,0.12,0.722,9.0994,Late Night
EVT13999,Kano Pillars vs Heartland Derby,Football Match,Sports,Tafawa Balewa Square,Lagos Island,Lagos,Nigeria,6.454011,3.394011,50000,8,6,2000,5,1.033,2024-02-17,Saturday,5,2,Harmattan,20,15,22,2.2,1,0,0,36463,0.7293,0.068,0.275,Clear,1.0,1.0,30.5,1,0.189,0.6,0.88,0.85,1.0,0,0,5925,74.36,High,1896,397,13,0,,1,0,1,1.4586,1.0,0.2395,0.0,2.5804,0.12,0.811,10.5041,Night
EVT00133,House & Afrobeats Night,Club Night,Nightlife,Warehouse Project,Trafford,Manchester,UK,53.465125,-2.237685,10000,8,12,400,7,1.192,2023-10-31,Tuesday,1,10,Autumn,22,45,3,5.5,0,0,0,9913,0.9913,0.063,0.56,Clear,1.0,1.0,3.1,2,0.565,1.0,0.88,1.0,1.0,0,0,5069,71.3,High,1574,235,20,1,0.824,1,0,0,1.9826,1.0,0.0,0.0,0.3036,0.26,0.435,9.2017,Late Night
EVT00362,Carnival After Party,Club Night,Nightlife,Civic Centre Lagos,Victoria Island,Lagos,Nigeria,6.427688,3.420819,1000,7,10,150,10,0.896,2024-07-24,Wednesday,2,7,Rainy,21,15,1,4.9,0,0,0,954,0.954,0.049,0.533,Clear,1.0,1.0,22.5,1,0.551,1.0,0.85,1.0,1.0,0,0,528,18.47,Low,92,429,16,1,0.695,1,0,0,2.862,1.0,0.0525,0.0,2.8449,0.12,0.449,6.8617,Late Night
EVT14405,Afro Nation,Music Festival,Music,SSE Arena Wembley,Wembley,London,UK,51.55207,-0.27984,12500,9,15,1500,4,0.935,2024-12-08,Sunday,6,12,Winter,13,30,22,9.2,1,0,1,11626,0.9301,0.169,0.451,Overcast,1.04,0.98,81.9,2,0.07,1.0,1.0,1.0,1.0,0,0,6128,74.98,High,1364,319,18,0,,1,0,1,0.9301,1.04,0.0,0.0,7.8497,0.26,0.93,9.3611,Night
EVT00329,Lagos Fashion Week,Fashion Show,Lifestyle,Wembley Stadium,Wembley,London,UK,51.556031,-0.279685,90000,9,25,10000,3,1.161,2023-09-02,Saturday,5,9,Autumn,19,45,21,2.8,1,0,0,71452,0.7939,0.217,0.659,Clear,1.0,1.0,5.2,3,0.362,1.0,1.0,1.0,1.0,0,0,28531,95.08,Very High,7614,223,12,1,0.936,0,1,0,0.7939,0.0,0.0,0.0,0.4191,0.42,0.638,11.1768,Evening
EVT06978,Sunday Crossover Service,Religious Service,Religion,Transcorp Hilton Events,Maitama,Abuja,Nigeria,9.066469,7.483208,2000,8,6,400,8,1.098,2024-05-28,Tuesday,1,5,Rainy,11,0,14,3.4,0,0,0,1946,0.973,0.057,0.27,Partly Cloudy,1.02,1.0,9.7,0,0.734,1.0,0.88,1.0,0.9,0,0,464,15.83,Low,81,198,23,1,0.528,0,0,0,1.946,0.0,0.042,0.0,1.1277,0.0,0.266,7.574,Afternoon
EVT13174,Contemporary Art Exhibition,Exhibition,Arts,Nativeland Festival Grounds,Lekki,Lagos,Nigeria,6.44025,3.440672,10000,5,3,2000,22,0.947,2023-03-22,Wednesday,2,3,Dry,12,15,19,7.4,0,0,0,5925,0.5925,0.145,0.281,Partly Cloudy,1.02,1.0,2.8,0,0.398,1.0,0.85,1.0,1.0,0,0,1755,47.82,Medium,350,463,47,1,0.706,0,1,0,2.9625,0.0,0.0525,0.0,0.2742,0.0,0.602,8.6871,Evening
EVT11138,Friday Night Sessions,Club Night,Nightlife,ExCeL London,Royal Docks,London,UK,51.507552,0.035194,15000,8,6,2000,7,0.96,2023-01-17,Tuesday,1,1,Winter,1,15,5,4.8,0,0,0,11992,0.7995,0.03,0.533,Light Rain,1.22,0.94,30.5,3,0.738,1.0,0.88,1.0,1.0,0,0,9068,82.21,Very High,2395,298,12,0,,1,0,0,1.599,1.22,0.0,0.0,2.8731,0.42,0.262,9.3921,Late Night
EVT01381,Nite of a Thousand Laughs,Comedy Show,Entertainment,International Conference Centre Abuja,CBD,Abuja,Nigeria,9.057176,7.495402,3000,7,5,500,10,0.944,2023-05-26,Friday,4,5,Rainy,21,0,23,2.3,0,0,0,2287,0.7623,0.129,0.42,Light Rain,1.3,0.88,86.0,0,0.203,1.0,1.0,1.0,0.9,0,0,1099,35.5,Medium,304,195,12,0,,1,0,0,2.2869,1.3,0.0,0.0,9.5484,0.0,0.797,7.7354,Night
EVT14829,Lagos City Marathon,Marathon/Run,Sports,Warehouse Project,Trafford,Manchester,UK,53.465687,-2.238303,10000,8,12,400,7,1.192,2024-01-07,Sunday,6,1,Winter,8,45,12,4.2,1,0,0,7279,0.7279,0.11,0.242,Drizzle,1.14,0.96,13.0,2,0.117,1.0,1.0,1.0,1.0,0,0,2624,57.1,High,507,237,35,0,,0,0,0,1.4558,0.0,0.0,0.0,1.2732,0.26,0.883,8.8929,Midday
EVT08360,Dev Fest,Tech Summit,Business,Civic Centre Lagos,Victoria Island,Lagos,Nigeria,6.42884,3.420671,1000,7,10,150,10,0.896,2023-02-12,Sunday,6,2,Harmattan,12,30,19,7.8,1,0,0,800,0.8,0.377,0.535,Clear,1.0,1.0,11.8,2,0.074,0.75,0.88,0.85,0.9,0,0,189,3.72,Low,51,295,42,0,,0,1,0,2.4,0.0,0.1795,0.0,1.492,0.26,0.926,6.6859,Evening
EVT12256,Digital Innovation Conference,Conference,Business,Emirates Stadium,Holloway,London,UK,51.554632,-0.108951,60260,9,22,2500,4,0.889,2024-12-07,Saturday,5,12,Winter,11,45,17,6.4,1,0,1,39133,0.6494,0.288,0.57,Light Rain,1.22,0.94,39.7,1,0.261,1.0,0.88,1.0,1.0,0,0,24139,93.49,Very High,6770,207,48,0,,0,0,0,0.6494,0.0,0.0,0.0,3.3066,0.12,0.739,10.5747,Afternoon
EVT08080,Dev Fest,Tech Summit,Business,AO Arena Manchester,City Centre,Manchester,UK,53.488139,-2.244487,21000,9,40,2000,4,1.086,2023-09-21,Thursday,3,9,Autumn,11,0,19,8.6,0,0,0,12508,0.5956,0.484,0.563,Snow,1.65,0.7,10.4,0,0.049,1.0,0.88,1.0,1.0,0,0,8431,81.11,Very High,1613,219,27,1,0.941,0,1,0,0.5956,0.0,0.0,0.0,0.9496,0.0,0.951,9.4342,Evening
EVT12886,End of Year Party,New Year Party,Nightlife,Harbour Point,Victoria Island,Lagos,Nigeria,6.4346,3.425306,2500,7,11,400,10,0.887,2023-11-24,Friday,4,11,Dry,1,15,5,4.5,0,0,0,2147,0.8588,0.116,0.762,Clear,1.0,1.0,21.4,1,0.705,0.8,0.6,0.7,0.9,0,0,1376,41.6,Medium,326,240,18,0,,1,0,0,2.5764,1.0,0.295,0.0,2.4251,0.12,0.295,7.6723,Late Night
EVT02344,Championship Boxing,Boxing/MMA Event,Sports,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.548142,3.349668,4000,6,8,800,15,1.007,2024-06-06,Thursday,3,6,Rainy,20,30,0,4.0,0,0,0,2612,0.653,0.133,0.426,Heavy Rain,1.55,0.72,42.9,0,0.659,1.0,0.7,1.0,1.0,0,0,2065,51.69,High,474,233,9,0,,1,0,0,2.612,1.55,0.105,0.0,4.6157,0.0,0.341,7.8683,Late Night
EVT01959,The Lion King,Theatre Show,Arts,Abuja Velodrome,Wuse,Abuja,Nigeria,9.070107,7.4903,5000,6,4,800,14,1.085,2023-05-03,Wednesday,2,5,Rainy,20,15,22,2.4,0,0,0,2559,0.5118,0.267,0.471,Heavy Rain,1.55,0.72,24.7,0,0.485,1.0,0.75,1.0,0.6,0,0,1585,45.1,Medium,497,319,10,0,,1,0,0,2.0472,1.55,0.0875,0.0,2.5952,0.0,0.515,7.8478,Night
EVT04170,Christmas Carol Service,Religious Service,Religion,Villa Park,Aston,Birmingham,UK,52.509997,-1.88402,42830,7,20,3000,7,1.052,2023-05-03,Wednesday,2,5,Spring,9,30,12,3.0,0,0,0,32190,0.7516,0.068,0.209,Clear,1.0,1.0,,0,0.638,1.0,1.0,1.0,1.0,0,0,9460,82.97,Very High,2614,170,18,0,,0,0,0,2.2548,0.0,0.0,0.0,2.9661,0.0,0.362,10.3794,Midday
EVT10694,Wedding Gala Night,Wedding,Private,Brixton Academy,Brixton,London,UK,51.464751,-0.114912,5000,9,30,50,5,1.24,2024-07-26,Friday,4,7,Summer,18,15,22,4.8,0,0,0,3833,0.7666,0.38,0.601,Drizzle,1.14,0.96,46.3,2,0.255,1.0,0.88,1.0,1.0,1,0,2892,59.37,High,693,94,19,1,0.361,1,0,0,0.7666,1.14,0.0,0.4,4.8648,0.26,0.745,8.2517,Night
EVT09686,Les Misérables,Theatre Show,Arts,SSE Arena Wembley,Wembley,London,UK,51.550678,-0.279636,12500,9,15,1500,4,0.935,2023-06-16,Friday,4,6,Summer,20,45,22,2.9,0,0,0,8752,0.7002,0.345,0.467,Overcast,1.04,0.98,,1,0.302,1.0,1.0,1.0,1.0,0,1,4166,67.38,High,996,215,14,1,0.708,1,0,0,0.7002,1.04,0.0,0.6,0.2396,0.12,0.698,9.0772,Night
EVT11051,Afro Nation,Music Festival,Music,Terra Kulture Arena,Victoria Island,Lagos,Nigeria,6.430122,3.423173,800,7,9,100,8,1.079,2024-07-18,Thursday,3,7,Rainy,16,45,0,8.1,0,0,0,689,0.8612,0.119,0.543,Light Rain,1.3,0.88,18.5,0,0.502,0.85,0.55,0.85,0.9,0,0,484,16.59,Low,104,251,9,0,,1,0,0,2.5836,1.3,0.255,0.0,2.407,0.0,0.498,6.5367,Late Night
EVT12497,The Lion King,Theatre Show,Arts,Civic Centre Lagos,Victoria Island,Lagos,Nigeria,6.428165,3.420768,1000,7,10,150,10,0.896,2023-11-09,Thursday,3,11,Dry,20,0,22,2.5,0,0,0,784,0.784,0.276,0.572,Light Rain,1.3,0.88,54.7,2,0.792,1.0,0.85,0.85,1.0,0,0,521,18.1,Low,100,282,19,1,0.627,1,0,0,2.352,1.3,0.09,0.0,6.9164,0.26,0.208,6.6657,Night
EVT04458,UK Music Awards,Awards Ceremony,Entertainment,Oriental Hotel Lagos,Victoria Island,Lagos,Nigeria,6.427838,3.419207,1500,7,7,250,9,0.954,2023-04-21,Friday,4,4,Dry,20,0,0,4.7,0,0,0,1182,0.788,0.363,0.659,Light Rain,1.3,0.88,65.3,2,0.073,1.0,0.5,0.85,0.75,0,0,784,27.26,Medium,213,295,18,0,,1,0,0,2.364,1.3,0.2125,0.0,7.8543,0.26,0.927,7.0758,Late Night
EVT10358,Startup Africa,Conference,Business,Warehouse Project,Trafford,Manchester,UK,53.465504,-2.237225,10000,8,12,400,7,1.192,2024-03-31,Sunday,6,3,Spring,11,0,19,8.6,1,0,0,4740,0.474,0.306,0.629,Heavy Rain,1.42,0.85,7.3,0,0.081,1.0,1.0,1.0,1.0,1,0,4266,67.94,High,759,90,27,1,0.677,0,1,0,0.948,0.0,0.0,0.4,0.715,0.0,0.919,8.464,Evening
EVT05764,Championship Boxing,Boxing/MMA Event,Sports,Printworks London,Surrey Quays,London,UK,51.494486,-0.050275,6000,7,5,200,10,1.067,2023-04-23,Sunday,6,4,Spring,18,45,23,5.0,1,0,0,3556,0.5927,0.153,0.398,Fog,1.18,0.88,4.1,2,0.236,1.0,1.0,1.0,1.0,0,0,1969,50.53,High,533,87,10,1,0.499,1,0,1,1.7781,1.18,0.0,0.0,0.4227,0.26,0.764,8.1767,Night
EVT08915,Les Misérables,Theatre Show,Arts,National Theatre Lagos,Iganmu,Lagos,Nigeria,6.463456,3.377455,5000,6,3,600,15,1.068,2023-10-20,Friday,4,10,Dry,21,0,23,2.3,0,0,0,2369,0.4738,0.36,0.502,Heavy Rain,1.55,0.72,23.6,0,0.466,1.0,0.6,0.85,0.9,0,0,1883,49.53,Medium,329,261,10,0,,1,0,0,1.8952,1.55,0.1775,0.0,2.4797,0.0,0.534,7.7706,Night
EVT09288,Africa Business Forum,Conference,Business,Roundhouse Camden,Camden,London,UK,51.543466,-0.151534,3300,9,35,80,4,0.992,2024-09-16,Monday,0,9,Autumn,12,30,18,6.8,0,0,0,1582,0.4794,0.373,0.611,Heavy Rain,1.42,0.85,35.7,0,0.142,1.0,0.75,1.0,1.0,1,0,1296,40.01,Medium,346,71,46,0,,0,1,0,0.4794,0.0,0.0,0.4,3.9222,0.0,0.858,7.3671,Evening
EVT09653,Stand Up Night,Comedy Show,Entertainment,Nativeland Festival Grounds,Lekki,Lagos,Nigeria,6.440031,3.439884,10000,5,3,2000,22,0.947,2024-07-01,Monday,0,7,Rainy,21,45,23,2.5,0,0,0,6478,0.6478,0.151,0.451,Clear,1.0,1.0,28.9,1,0.642,0.7,1.0,1.0,0.75,0,0,3303,62.48,High,666,458,18,0,,1,0,0,3.239,1.0,0.12,0.0,2.8304,0.12,0.358,8.7763,Night
EVT09171,MMA Clash,Boxing/MMA Event,Sports,Roundhouse Camden,Camden,London,UK,51.543466,-0.152032,3300,9,35,80,4,0.992,2023-09-15,Friday,4,9,Autumn,19,15,23,4.6,0,0,0,2750,0.8333,0.069,0.482,Overcast,1.04,0.98,20.4,3,0.143,1.0,1.0,1.0,1.0,0,0,954,31.96,Medium,165,127,14,0,,1,0,0,0.8333,1.04,0.0,0.0,2.2413,0.42,0.857,7.9197,Night
EVT07985,City-wide Crusade,Religious Service,Religion,Terra Kulture Arena,Victoria Island,Lagos,Nigeria,6.42946,3.422374,800,7,9,100,8,1.079,2023-02-28,Tuesday,1,2,Harmattan,11,15,14,3.2,0,0,0,587,0.7338,0.027,0.195,Humid,1.08,0.97,48.3,0,0.062,1.0,0.7,1.0,0.75,0,0,118,1.31,Low,21,206,29,0,,0,0,0,2.2014,0.0,0.105,0.0,6.2843,0.0,0.938,6.3767,Afternoon
EVT08516,Startup Africa,Conference,Business,Villa Park,Aston,Birmingham,UK,52.508676,-1.883905,42830,7,20,3000,7,1.052,2023-02-21,Tuesday,1,2,Winter,12,30,19,7.2,0,0,0,31522,0.736,0.3,0.56,Heavy Rain,1.42,0.85,32.6,1,0.448,1.0,0.88,1.0,1.0,0,0,15833,89.21,Very High,3704,209,31,0,,0,1,0,2.208,0.0,0.0,0.0,2.7947,0.12,0.552,10.3585,Evening
EVT02506,Lovebox,Music Festival,Music,Eagle Square Abuja,Central Area,Abuja,Nigeria,9.056109,7.490715,20000,7,3,2000,12,0.884,2024-06-28,Friday,4,6,Rainy,11,0,22,11.7,0,0,0,16075,0.8037,0.111,0.354,Partly Cloudy,1.02,1.0,41.9,0,0.492,0.85,0.75,1.0,1.0,0,0,1341,40.85,Medium,241,618,8,1,0.539,1,0,0,2.4111,1.02,0.1475,0.0,3.8428,0.0,0.508,9.6851,Night
EVT13571,Eyo Festival,Cultural Festival,Culture,Terra Kulture Arena,Victoria Island,Lagos,Nigeria,6.429531,3.422697,800,7,9,100,8,1.079,2024-06-03,Monday,0,6,Rainy,13,45,22,9.6,0,0,0,415,0.5188,0.038,0.269,Partly Cloudy,1.02,1.0,44.9,1,0.352,0.7,0.7,1.0,0.9,0,0,79,0.35,Low,26,288,17,1,0.615,1,0,0,1.5564,1.02,0.225,0.0,5.8419,0.12,0.648,6.0307,Night
